# uid	record id
# tag_id	transmitter ID number
# utc	universal time coordinate
# lc	location class, see http://www.nacls.com/html/argos/manual/html/chap2/chap2_3.htm#2.3.5
# iq	quality index, see http://www.nacls.com/html/argos/manual/html/chap4/chap4_4_9.htm#4.4.9.3 
# lat1	solution1 latitude
# lon1	solution1 longitude
# lat2	solution2 latitude
# lon2	solution2 longitude
# nb_mes	number of messages received
# big_nb_mes	number of messages received by satellite with signal strength greater than -120 decibels
# best_level	strongest signal strength received
# pass_duration	time elapsed between first and last messages being received by satellite
# nopc	number of successful plausibility checks (0 to 4)
# calcul_freq	calculated transmit frequency 
# altitude	altitude used in location calculation
uid	tag_id	utc	lc	iq	lat1	lon1	lat2	lon2	nb_mes	big_nb_mes	best_level	pass_duration	nopc	calcul_freq	altitude
25138	29051	7/27/2003 20:43	1	58	34.4	-76.435	38.246	-57.547	5	0	-123	625	3	401 651160.2	0
25140	29051	7/27/2003 22:26	A	8	34.428	-76.383	40.209	-46.915	3	0	-124	499	3	401 651161.6	0
27654	29051	7/27/2003 22:28	B	0	34.417	-76.36	27.986	-105.88	2	0	-127	252	2	401 651160.2	0
27655	29051	7/28/2003 2:03	B	0	34.478	-76.26	40.598	-45.538	2	0	-131	163	2	401 651160.2	0
25255	29051	7/28/2003 2:11	B	0	34.391	-76.215	42.574	-34.993	2	0	-121	516	2	401 651186.0	0
25146	29051	7/28/2003 3:43	1	58	34.474	-76.243	30.946	-93.241	5	0	-129	278	4	401 651186.0	0
27656	29051	7/28/2003 9:42	B	0	34.569	-76.09	46.968	-138.985	2	0	-136	60	2	401 651186.0	0
25259	29051	7/28/2003 10:40	A	8	34.546	-76.097	37.71	-91.402	3	0	-127	310	2	401 651177.8	0
25260	29051	7/28/2003 10:42	B	0	34.574	-76.143	25.623	-32.61	2	0	-128	184	2	401 651186.0	0
25696	29051	7/28/2003 13:36	A	8	34.636	-76.142	40.661	-104.989	3	0	-124	96	2	401 651220.8	0
25262	29051	7/28/2003 14:20	B	0	34.598	-76.032	25.381	-31.119	2	0	-133	132	2	401 651186.0	0
25699	29051	7/28/2003 16:02	A	0	34.871	-76.766	35.088	-77.694	3	0	-129	591	2	401 651189.6	0
25700	29051	7/28/2003 16:12	A	8	34.628	-76.122	33.509	-70.814	3	0	-126	292	2	401 651176.6	0
25701	29051	7/28/2003 17:25	B	0	34.878	-76.216	45.058	-125.087	2	0	-130	50	2	401 651186.0	0
25703	29051	7/28/2003 22:00	3	68	34.711	-75.915	30.994	-94.15	5	0	-121	534	3	401 651160.6	0
25704	29051	7/28/2003 22:03	A	60	34.718	-75.916	42.508	-36.044	3	0	-129	104	1	401 651160.6	0
25705	29051	7/28/2003 23:20	A	8	34.746	-75.895	37.316	-63.973	3	0	-124	108	2	401 651164.4	0
25706	29051	7/28/2003 23:40	2	58	34.754	-75.888	33.144	-83.836	7	1	-120	653	4	401 651162.4	0
25708	29051	7/29/2003 1:30	B	0	34.786	-75.904	43.038	-34.803	2	0	-130	98	2	401 651160.6	0
25709	29051	7/29/2003 6:12	1	58	34.861	-75.834	0.597	0.189	7	0	-129	561	4	401 651166.8	0
25710	29051	7/29/2003 7:53	2	68	34.903	-75.821	36.764	-85.215	4	0	-125	553	3	401 651170.5	0
25711	29051	7/29/2003 8:39	B	0	34.885	-75.738	25.992	-32.016	2	0	-128	48	2	401 651166.8	0
25712	29051	7/29/2003 9:32	A	8	34.905	-75.787	46.698	-133.864	3	0	-134	201	3	401 651157.1	0
25713	29051	7/29/2003 11:38	B	0	35.169	-75.281	28.47	-50.43	2	0	-131	48	2	401 651166.8	0
27657	29051	7/29/2003 12:06	B	0	35.32	-76.37	33.993	-68.58	2	0	-125	80	2	401 651166.8	0
25977	29051	7/29/2003 13:20	B	0	35.145	-75.943	40.101	-97.972	2	0	-124	48	2	401 651166.8	0
25980	29051	7/29/2003 15:57	B	0	35.06	-75.384	31.859	-63.448	2	0	-121	152	2	401 651166.3	0
25981	29051	7/29/2003 17:04	A	8	35.129	-75.403	43.498	-116.231	3	0	-128	97	2	401 651296.8	0
25982	29051	7/29/2003 17:33	B	0	35.092	-75.315	41.271	-44.79	2	0	-129	96	2	401 651166.8	0
25983	29051	7/29/2003 19:58	A	0	35.061	-75.605	43.342	-34.98	3	0	-128	253	3	401 651166.3	0
25986	29051	7/29/2003 23:09	B	0	34.998	-75.795	38.912	-59.331	2	0	-127	177	2	401 651166.3	0
25987	29051	7/29/2003 23:16	0	58	35.077	-75.549	35.557	-73.272	4	0	-125	643	2	401 651191.8	0
25990	29051	7/30/2003 0:58	A	8	35.072	-75.515	25.813	-120.824	3	0	-129	138	3	401 651202.6	0
25993	29051	7/30/2003 3:19	B	0	35.149	-75.399	35.903	-71.051	2	0	-129	50	2	401 651196.6	0
25995	29051	7/30/2003 6:02	0	58	35.178	-75.532	26.1	-32.188	4	0	-127	181	4	401 651192.8	0
25996	29051	7/30/2003 7:40	1	58	35.2	-75.526	36.103	-79.768	4	0	-128	608	4	401 651196.6	0
26215	29051	7/30/2003 9:21	A	8	35.242	-75.498	45.892	-128.285	3	0	-130	302	3	401 651192.9	0
25997	29051	7/30/2003 9:53	A	8	35.213	-75.484	33.72	-68.268	3	0	-124	176	2	401 651181.8	0
26216	29051	7/30/2003 11:30	B	0	35.257	-75.465	28.785	-45.177	2	0	-129	127	2	401 651196.6	0
26220	29051	7/30/2003 15:46	B	0	35.344	-75.472	31.606	-57.025	2	0	-128	362	2	401 651196.6	0
26225	29051	7/30/2003 19:02	A	8	35.282	-75.335	32.818	-87.288	3	0	-126	253	2	401 651166.8	0
